year,state,abbr,electors,d_pv,r_pv,margin,pl,pl_lag1,pl_lag2,d_2pv,d_pv_nat,r_pv_nat,margin_nat,d_2pv_nat,d_cand,r_cand,winner,d_electors,r_electors,state_winner,incumb,incumb_party,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,pop,area,pop_norm,hsa_adjustment,rsa_adjustment,elasticity,elasticity_lag1,elasticity_lag2,weighted_avg_approval,poll_margin_0,poll_margin_1,poll_margin_2,poll_margin_3,poll_margin_4,poll_margin_5,poll_margin_6,poll_margin_7,poll_margin_8,poll_margin_9,poll_margin_10,poll_margin_11,poll_margin_12,poll_margin_13,poll_margin_14,poll_margin_15,poll_margin_16,poll_margin_17,poll_margin_18,poll_margin_19,poll_margin_20,poll_margin_21,poll_margin_22,poll_margin_23,poll_margin_24,poll_margin_25,poll_margin_26,poll_margin_27,poll_margin_28,poll_margin_29,poll_margin_30,poll_margin_31,poll_margin_32,poll_margin_33,poll_margin_34,poll_margin_35,poll_margin_36,cpr_rating,cpr_solid_d,cpr_likely_d,cpr_lean_d,cpr_toss_up,cpr_lean_r,cpr_likely_r,cpr_solid_r,poll_margin_nat_0,poll_margin_nat_1,poll_margin_nat_2,poll_margin_nat_3,poll_margin_nat_4,poll_margin_nat_5,poll_margin_nat_6,poll_margin_nat_7,poll_margin_nat_8,poll_margin_nat_9,poll_margin_nat_10,poll_margin_nat_11,poll_margin_nat_12,poll_margin_nat_13,poll_margin_nat_14,poll_margin_nat_15,poll_margin_nat_16,poll_margin_nat_17,poll_margin_nat_18,poll_margin_nat_19,poll_margin_nat_20,poll_margin_nat_21,poll_margin_nat_22,poll_margin_nat_23,poll_margin_nat_24,poll_margin_nat_25,poll_margin_nat_26,poll_margin_nat_27,poll_margin_nat_28,poll_margin_nat_29,poll_margin_nat_30,poll_margin_nat_31,poll_margin_nat_32,poll_margin_nat_33,poll_margin_nat_34,poll_margin_nat_35,poll_margin_nat_36,poll_lean_1,poll_lean_2,poll_lean_3,poll_lean_4,poll_lean_5,poll_lean_6,poll_lean_7,poll_lean_8,poll_lean_9,poll_lean_10,poll_lean_11,poll_lean_12,poll_lean_13,poll_lean_14,poll_lean_15,poll_lean_16,poll_lean_17,poll_lean_18,poll_lean_19,poll_lean_20,poll_lean_21,poll_lean_22,poll_lean_23,poll_lean_24,poll_lean_25,poll_lean_26,poll_lean_27,poll_lean_28,poll_lean_29,poll_lean_30,poll_lean_31,poll_lean_32,poll_lean_33,poll_lean_34,poll_lean_35,poll_lean_36
1976,Delaware,DE,3,51.9690887,46.58762020013405,5.381468499865953,3.1639155783487,1.6499672599999968,-1.110623160000003,52.73013809,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,590166,1955,0.0089704436477588,0,0,1.0164016367572906,0.7525403075326506,1.103017062874192,47.52577672141228,2.4565525,2.49057886,2.49019628,2.48837586,2.49062571,2.49028728,2.49592486,2.490379,2.490328,2.490244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8808767099999999,0.9907801300000001,-0.09423241999999998,-0.5863580099999997,-2.8307547200000003,-5.937097419999999,-9.034562139999998,-10.03523686,-10.53866257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,District Of Columbia,DC,3,81.63122668,16.50950660102342,65.12172007897658,62.90416715745933,40.56370433,39.1007544,83.17772239,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,685603,68,0.01340134529262489,0,0,0.3380966612404637,0.31595409466324537,0.31604917155599493,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Florida,FL,17,51.92610623,46.64243448694544,5.283671743054562,3.0661188215373087,-9.734738820000004,-11.783865400000003,52.68020187,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,8667379,53997,0.3839752779115535,0,0,1.9465993758304585,1.5366223719060956,0.5110756579776395,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Georgia,GA,12,66.93829486,33.06170514,33.87658972,31.659036798482745,-12.887809620000002,-15.969198790000004,66.93829486,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,1,0,1,0,5132812,57919,0.2198741563948524,4.548056108077519,4.548056108077519,3.320529710244802,2.080637550656193,-0.19761683786291792,47.52577672141228,29.38482,29.40039417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.790692019999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Hawaii,HI,4,50.59199934,48.06128368526468,2.5307156547353244,0.3131627332180713,-0.01254564999999985,17.109079709999996,51.28263124,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,904191,6423,0.02354984041242109,0,0,1.0832098553341871,2.0514988296189665,1.5637095219047477,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Idaho,ID,4,37.11854563,59.88026938348691,-22.761723753486912,-24.979276675004165,-11.49229194,-12.05997985,38.26700937,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,856983,82751,0.02135809083048914,0,0,0.6082604679917304,0.5370833815913302,1.2014988254446015,47.52577672141228,-18.6905315,-16.90424329,-16.61135943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.51394544,-18.110775580000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Illinois,IL,26,48.10759027,50.07684354917011,-1.969253279170104,-4.186806200687357,2.9785284799999943,1.4355105499999965,48.99716625,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,11342853,55593,0.5081908562239109,0,0,0.652153218029909,0.6943848072229274,0.9393459140178876,47.52577672141228,-1.559446,0.67618529,2.120978,2.60030257,1.72014743,-3.57596528,-3.56982114,-3.57586986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9335168599999999,0.62156185,0.017694290000000112,-1.35683629,-8.89700728,-12.00284342,-15.100811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Indiana,IN,13,45.70038579,53.32274647257812,-7.622360682578119,-9.839913604095372,-4.197280110000001,-4.733203590000002,46.15122219,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,5389088,35870,0.2317724112639252,0,0,0.9910377204602678,0.911338101468301,1.0619520514461611,47.52577672141228,0.924612,0.962518,0.96210385,7.43365286,7.43608557,7.43572071,7.44180085,7.43581971,7.43576443,7.435674,7.435674,7.435674,7.427882,7.35876714,7.435674,5.31119571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64718415,-0.5373123000000001,4.85104458,4.35910185,2.1146787099999997,-0.9912214299999995,-4.08912143,-5.0898004299999995,-5.5932325700000005,-6.747902430000001,-12.661848000000003,-12.669176,-12.73781486,-11.065971000000001,-7.9042650000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Iowa,IA,8,48.45849654,49.46943764777554,-1.010941107775544,-3.228494029292797,2.9420635299999987,-1.9030247399999995,49.48383415,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,2903082,55875,0.11635335917147706,0,0,0.6351625057796858,0.2197690117054296,1.5534230633107824,47.52577672141228,-1.612471,-1.57405271,-1.574469,-1.57691217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1837548599999996,-3.0738851499999997,-4.1595204500000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Kansas,KS,7,44.93639368,52.48782423046238,-7.551430550462378,-9.768983471979631,-8.029103390000003,-8.00263159,46.12445924,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,2301001,81823,0.08840024147873084,0,0,1.2058886011321657,0.80244982380814045,1.252587255168982,47.52577672141228,-4.7823335,-4.72137314,-4.72178714,-4.14001515,-3.69957786,-3.69994628,-3.69378157,-2.03554514,0.47739657,1.8627609999999999,1.8627609999999999,1.8627609999999999,1.85489243,1.78512686,1.8627609999999999,1.33054358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.331075289999999,-6.22120329,-6.7226234300000005,-6.77656158,-9.020988280000001,-12.12680385,-13.56048628,-12.04816829,-11.166145570000001,-12.32081543,-18.234761000000002,-18.24216557,-18.31145514,-16.638884,-11.88491713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Kentucky,KY,9,52.75424927,45.56874828897696,7.18550098102304,4.967948059505787,-2.764332320000001,-5.068963570000001,53.65402864,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,3529257,39732,0.14542510113187004,0,0,1.4100651614038429,0.9996384043451176,1.4823452907594488,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Louisiana,LA,10,51.77499622,45.98824314390188,5.786753076098115,3.5692001545808623,-9.17914465,-14.506487250000005,52.95957515,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,3950605,43566,0.16498723684716954,0,0,1.6847350295163466,1.856979683081098,-0.7893991910381148,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Maine_d1,ME_d1,1,48,49.00000000485001,-1.0000000048500084,-3.2175529263672615,1.4666421399999976,12.58597417,49.48453608,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,1088412,30865,0.03210276152183228,0,0,0.8275066921099467,1.5238713380202935,1.092428857473138,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Maine_d2,ME_d2,1,48,49.00000000485001,-1.0000000048500084,-3.2175529263672615,0.4666421399999976,12.58597417,49.48453608,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,1088412,30865,0.03210276152183228,0,0,0.9063168532814764,1.612907242408623,1.092428857473138,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Maine_full,ME_full,2,48.094076630000004,48.93077801254366,-0.8367013825436587,-3.054254304060912,0.95098445,12.58597417,49.56882111,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,0,1088412,30865,0.03210276152183228,0,0,0.8724179863812909,1.5673402235842462,1.092428857473138,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Maryland,MD,10,53.03541992,46.96458008,6.070839840000005,3.853286918482752,-0.1735915100000014,0.8677713499999982,53.03541992,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,4150539,9775,0.17426967331797913,0,0,1.1808954657464237,1.1370841799307168,1.2584974439195826,47.52577672141228,7.9849115,8.00033557,7.99994914,7.99822929,8.00038515,8.0000618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39063342,6.50053299,5.415621010000001,4.92340143,2.679019799999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Massachusetts,MA,14,56.11157823,40.44170928146212,15.669868948537882,13.452316027020629,16.6623411,20.29048144999999,58.11462217,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,5743672,7838,0.2482348611402121,0,0,0.26415057077501913,0.9418107974050324,0.9717795123452628,47.52577672141228,14.4400305,14.47479857,14.47439286,14.472185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86509642,12.97497671,11.889576719999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Michigan,MI,21,46.46507412,51.86075107214063,-5.395676952140633,-7.613229873657886,4.280370089999998,5.46524814,47.25622595,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,0,-1,-1,0,1,0,0,0,1,9129205,56539,0.4054167061106998,0,-2.466597910069715,0.3544538985351288,0.9401290959052502,1.154786234653064,47.52577672141228,-3.3463075,-3.40966057,-3.75171886,-4.02898728,-3.17297328,-2.65039271,-2.64390629,-2.64910858,1.00009043,1,1,1,0.992179,0.92283114,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01936272,-5.2511350100000005,-6.61159556,-6.249957,-7.9714347100000005,-11.07692857,-14.17404972,-11.52547443,-12.02890657,-13.18357643,-19.097522,-19.104879,-19.173750860000002,-17.501645,-12.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Minnesota,MN,10,54.89630146,42.02174333771808,12.874558122281918,10.657005200764665,8.534742999999999,11.277680059999994,56.64198197,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,3964680,79617,0.1656407039579493,0,0,0.7243499117520427,0.8031497259968327,0.6540808703874841,47.52577672141228,14.12591525,14.16074914,14.16034286,14.15847615,13.77439357,11.45559629,11.46163657,11.455695,11.45564043,11.45555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55104699,12.66092671,11.57586787,10.697409850000001,6.1345542900000005,3.02861429,-0.06924613999999885,-1.0699244299999986,-1.5733565699999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Mississippi,MS,7,49.62701232,47.74216217658376,1.8848501434162444,-0.3327027781010088,-17.906537130000004,-19.70236905,50.96788853,49.85266664,47.63511371848275,2.217552921517253,51.13734917,"Carter, Jimmy","Ford, Gerald",1,297,241,1,-1,-1,0,1,0,0,0,0,2429756,46914,0.09437801468288368,0,0,2.382243315463717,3.03001153444732,-3.598923884066476,47.52577672141228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4325655,1.60970215,1.49941615,2.58260828,3.07698372,5.321042,8.43302228,11.52494114,12.52556486,13.02890657,14.18357643,20.097522,20.097058,20.096582,18.501645,13.21546071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
